original_title,popularity,revenue,genres
Dark Blue,6.373316,9237470,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
A Mighty Heart,9.717392,18928871,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Whatever It Takes,8.074807,9902115,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Boat Trip,7.034752,8586376,"[{""id"": 35, ""name"": ""Comedy""}]"
The Importance of Being Earnest,7.250379,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]"
The Love Letter,0.116873,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]"
Hoot,7.712206,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]"
In Bruges,25.329493,34533783,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
Peeples,5.112809,0,"[{""id"": 35, ""name"": ""Comedy""}]"
The Rocker,13.832376,8762890,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]"
Post Grad,7.446069,6405245,"[{""id"": 35, ""name"": ""Comedy""}]"
Promised Land,13.568302,8138788,"[{""id"": 18, ""name"": ""Drama""}]"
Whatever Works,21.857387,35097815,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
The In Crowd,0.249245,5217498,"[{""id"": 53, ""name"": ""Thriller""}]"
The Three Burials of Melquiades Estrada,12.163832,12036149,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 37, ""name"": ""Western""}]"
Jakob the Liar,8.962245,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
Kiss Kiss Bang Bang,32.690038,15785148,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]"
Idle Hands,8.583217,4152230,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]"
Mulholland Drive,31.60985,20117339,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]"
Blood and Chocolate,12.295216,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]"
You Will Meet a Tall Dark Stranger,12.4654,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Never Let Me Go,30.983397,9455232,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]"
The Company,1.485324,0,"[{""id"": 18, ""name"": ""Drama""}]"
Transsiberian,11.428903,5926410,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]"
The Clan of the Cave Bear,5.484679,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]"
Crazy in Alabama,5.770246,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Funny Games,15.175289,7938872,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Listening,2.414721,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Felicia's Journey,0.470645,0,"[{""id"": 18, ""name"": ""Drama""}]"
Metropolis,32.351527,650422,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Banlieue 13,17.493735,9584131,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Things to Do in Denver When You're Dead,6.932221,529766,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
刺客聶隱娘,8.142166,632542,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
Buffalo Soldiers,6.329672,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
Возвращение,7.744166,0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]"
Ong Bak 2,9.029489,8936663,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Centurion,22.708647,6814789,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]"
Silent Trigger,2.609057,76382,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
The Midnight Meat Train,19.913961,3533227,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]"
Winnie Mandela,1.897761,0,"[{""id"": 18, ""name"": ""Drama""}]"
The Son of No One,7.701186,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
All The Queen's Men,1.833058,23000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
The Good Night,12.185204,20380,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]"
Bathory,2.500218,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]"
Khumba,6.459787,27187375,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]"
Autómata,49.808505,0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Dungeons & Dragons: Wrath of the Dragon God,4.901936,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]"
Chiamatemi Francesco - Il Papa della gente,0.738646,0,"[{""id"": 18, ""name"": ""Drama""}]"
新宿事件,5.294319,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Pandaemonium,0.165367,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]"
Groundhog Day,52.744331,70906973,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
Magic Mike XXL,29.660993,122513057,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]"
Romeo + Juliet,41.493042,147298761,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Elle s'appelait Sarah,10.072199,17511906,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]"
Freedom,4.389363,0,"[{""id"": 18, ""name"": ""Drama""}]"
Unforgiven,37.380435,159157447,"[{""id"": 37, ""name"": ""Western""}]"
Manderlay,7.05145,674918,"[{""id"": 18, ""name"": ""Drama""}]"
Slumdog Millionaire,59.258969,377910544,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Fatal Attraction,16.742972,320145693,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]"
Pretty Woman,45.473484,463000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]"
Crocodile Dundee II,15.474831,239606210,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]"
Broken Horses,4.289676,0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
Born on the Fourth of July,25.949277,161001698,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]"
Cool Runnings,22.409117,154864401,"[{""id"": 35, ""name"": ""Comedy""}]"
My Bloody Valentine,13.706357,100734718,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]"
Stomp the Yard,6.92205,75511123,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]"
The Spy Who Loved Me,27.17347,185438673,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Urban Legend,12.159009,72527595,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Good Deeds,4.448494,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
White Fang,13.13724,34793160,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]"
Superstar,4.04701,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
The Iron Lady,23.3784,114956699,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]"
Jonah: A VeggieTales Movie,1.446172,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]"
Poetic Justice,3.650857,27515786,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
All About the Benjamins,5.102258,25482931,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]"
Vampire in Brooklyn,6.772615,19800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]"
Exorcist II: The Heretic,11.543363,30749142,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]"
An American Haunting,7.436315,0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
My Boss's Daughter,14.813614,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
A Perfect Getaway,20.792603,22852638,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]"
Our Family Wedding,6.733485,21409028,"[{""id"": 35, ""name"": ""Comedy""}]"
Dead Man on Campus,7.708227,0,"[{""id"": 35, ""name"": ""Comedy""}]"
Tea with Mussolini,2.238646,21001563,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]"
Thinner,7.866961,0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
"New York, New York",3.876242,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Crooklyn,1.89218,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
I Think I Love My Wife,4.536745,13196245,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Jason X,11.220643,16951798,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Bobby,11.706309,0,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]"
Head Over Heels,4.66723,10424470,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Fun Size,7.487843,11417362,"[{""id"": 35, ""name"": ""Comedy""}]"
Le scaphandre et le papillon,13.65494,19777647,"[{""id"": 18, ""name"": ""Drama""}]"
Little Children,11.942862,14821658,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]"
Gossip,5.833687,5108820,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
A Walk on the Moon,6.370267,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Catch a Fire,4.052219,4291965,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Soul Survivors,3.231848,0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Jefferson in Paris,0.900442,2474000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Easy Virtue,8.387573,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Caravans,0.633004,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Mr. Turner,9.242554,5405500,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]"
Les herbes folles,1.866443,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Amen.,5.930533,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
剑雨,4.930129,0,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}]"
The Lucky Ones,8.747922,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
Margaret,4.898424,46495,"[{""id"": 18, ""name"": ""Drama""}]"
Stan Helsing,7.410523,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]"
Flipped,24.210698,1755212,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]"
Brokeback Mountain,44.135568,178043761,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Clueless,16.051328,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Far from Heaven,9.982885,29027914,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Hot Tub Time Machine 2,16.618874,12314651,"[{""id"": 35, ""name"": ""Comedy""}]"
Quills,7.261196,7060876,"[{""id"": 18, ""name"": ""Drama""}]"
Seven Psychopaths,32.306455,19422261,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
The Caveman's Valentine,4.722403,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Der Untergang,32.445895,92180910,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]"
Mar adentro,17.363739,38535221,"[{""id"": 18, ""name"": ""Drama""}]"
Under the Skin,29.782161,5380251,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]"
"Good Morning, Vietnam",18.362333,123922370,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]"
The Last Godfather,0.680753,16700000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]"
Justin Bieber: Never Say Never,6.735922,98441954,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]"
Black Swan,91.285683,327803731,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
The Godfather: Part II,105.792936,47542841,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
Save the Last Dance,9.969624,91038276,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}]"
A Nightmare on Elm Street 4: The Dream Master,17.113408,72500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Miracles from Heaven,10.248439,77000000,"[{""id"": 18, ""name"": ""Drama""}]"
"Dude, Where’s My Car?",25.316146,73180723,"[{""id"": 35, ""name"": ""Comedy""}]"
Young Guns,9.499325,44726644,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]"
St. Vincent,43.791745,54837234,"[{""id"": 35, ""name"": ""Comedy""}]"
About Last Night,11.828068,49002684,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
10 Things I Hate About You,54.550275,53478166,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]"
The New Guy,13.525704,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
National Lampoon's Loaded Weapon 1,12.963328,0,"[{""id"": 35, ""name"": ""Comedy""}]"
The Shallows,60.829621,119100758,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
The Butterfly Effect,73.307513,96060858,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
Snow Day,7.964289,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
This Christmas,2.388918,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Baby Geniuses,4.580081,36450736,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
The Big Hit,6.425528,27007143,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]"
Harriet the Spy,4.63093,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]"
Child's Play 2,16.681567,35763605,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]"
No Good Deed,24.656068,53830415,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
The Mist,37.104353,57096190,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Ex Machina,95.130041,36869414,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Being John Malkovich,27.546914,22863596,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
Two Can Play That Game,2.27213,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Earth to Echo,17.371327,45300000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Crazy/Beautiful,6.130096,16929123,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Letters from Iwo Jima,24.47248,68673228,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]"
The Astronaut Farmer,6.764437,11130889,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Woo,1.750054,8026971,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Room,66.11334,35401758,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Dirty Work,9.066881,0,"[{""id"": 35, ""name"": ""Comedy""}]"
Serial Mom,6.170139,7820688,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Dick,4.742537,27500000,"[{""id"": 35, ""name"": ""Comedy""}]"
Light It Up,1.212956,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
54,11.880899,16757163,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]"
Bubble Boy,10.131123,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Birthday Girl,5.831302,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
21 & Over,35.522027,48065672,"[{""id"": 35, ""name"": ""Comedy""}]"
"Paris, je t'aime",10.573191,4857367,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Resurrecting the Champ,4.898437,0,"[{""id"": 18, ""name"": ""Drama""}]"
Admission,17.632446,18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
La veuve de Saint-Pierre,1.780065,0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]"
Chloe,26.373864,8459458,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]"
Faithful,1.647335,9789900,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
Find Me Guilty,12.321302,2636637,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
The Perks of Being a Wallflower,43.444135,33400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Excessive Force,1.279106,1200000,"[{""id"": 28, ""name"": ""Action""}]"
Infamous,3.680896,1151330,"[{""id"": 18, ""name"": ""Drama""}]"
The Claim,2.996284,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]"
The Vatican Tapes,10.475368,1784763,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]"
Attack the Block,30.952377,3964682,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
In the Land of Blood and Honey,4.267466,303877,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]"
The Call,34.532418,68572378,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
인천상륙작전,6.116436,0,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]"
The Crocodile Hunter: Collision Course,1.714972,33082548,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]"
I Love You Phillip Morris,19.664699,10652035,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
La Guerre du feu,6.537986,55260558,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]"
Antwone Fisher,13.349012,23367586,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
The Emperor's Club,6.796079,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
True Romance,35.268557,12281551,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]"
Womb,7.453347,0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Glengarry Glen Ross,13.939054,10725228,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]"
The Killer Inside Me,11.892615,0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Cat People,5.69872,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Sorority Row,8.780512,27206120,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
The Prisoner of Zenda,4.021389,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
